State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,AMBEDKAR NAGAR,1998,Kharif     ,Groundnut,32,27
Uttar Pradesh,AMBEDKAR NAGAR,1999,Kharif     ,Groundnut,32,37
Uttar Pradesh,AMBEDKAR NAGAR,2000,Kharif     ,Groundnut,29,24
Uttar Pradesh,AMBEDKAR NAGAR,2001,Kharif     ,Groundnut,24,20
Uttar Pradesh,AMBEDKAR NAGAR,2002,Kharif     ,Groundnut,28,18
Uttar Pradesh,AMBEDKAR NAGAR,2003,Kharif     ,Groundnut,27,18
Uttar Pradesh,AMBEDKAR NAGAR,2004,Kharif     ,Groundnut,16,13
Uttar Pradesh,AMBEDKAR NAGAR,2006,Kharif     ,Groundnut,16,12
Uttar Pradesh,AMBEDKAR NAGAR,2009,Kharif     ,Groundnut,5,3
Uttar Pradesh,AMETHI,2011,Kharif     ,Groundnut,37,30
Uttar Pradesh,AMETHI,2012,Kharif     ,Groundnut,5,5
Uttar Pradesh,AMETHI,2013,Kharif     ,Groundnut,14,11
Uttar Pradesh,AMROHA,1997,Kharif     ,Groundnut,4,3
Uttar Pradesh,AMROHA,2001,Kharif     ,Groundnut,3,2
Uttar Pradesh,AMROHA,2003,Kharif     ,Groundnut,14,9
Uttar Pradesh,AMROHA,2004,Kharif     ,Groundnut,5,4
Uttar Pradesh,AMROHA,2009,Kharif     ,Groundnut,34,23
Uttar Pradesh,AMROHA,2010,Kharif     ,Groundnut,15,15
Uttar Pradesh,AMROHA,2012,Kharif     ,Groundnut,4,4
Uttar Pradesh,AMROHA,2014,Kharif     ,Groundnut,1,1
Uttar Pradesh,AURAIYA,1997,Kharif     ,Groundnut,321,257
Uttar Pradesh,AURAIYA,1998,Kharif     ,Groundnut,254,211
Uttar Pradesh,AURAIYA,1999,Kharif     ,Groundnut,148,172
Uttar Pradesh,AURAIYA,2000,Kharif     ,Groundnut,122,157
Uttar Pradesh,AURAIYA,2001,Kharif     ,Groundnut,139,117
Uttar Pradesh,AURAIYA,2002,Kharif     ,Groundnut,176,115
Uttar Pradesh,AURAIYA,2003,Kharif     ,Groundnut,187,125
Uttar Pradesh,AURAIYA,2004,Kharif     ,Groundnut,240,198
Uttar Pradesh,AURAIYA,2006,Kharif     ,Groundnut,205,148
Uttar Pradesh,AURAIYA,2007,Kharif     ,Groundnut,263,157
Uttar Pradesh,AURAIYA,2008,Kharif     ,Groundnut,153,109
Uttar Pradesh,AURAIYA,2009,Kharif     ,Groundnut,109,74
Uttar Pradesh,AURAIYA,2010,Kharif     ,Groundnut,199,197
Uttar Pradesh,AURAIYA,2011,Kharif     ,Groundnut,252,252
Uttar Pradesh,AURAIYA,2012,Kharif     ,Groundnut,149,148
Uttar Pradesh,AURAIYA,2013,Kharif     ,Groundnut,39,35
Uttar Pradesh,AURAIYA,2014,Kharif     ,Groundnut,29,25
Uttar Pradesh,AZAMGARH,1997,Kharif     ,Groundnut,73,65
Uttar Pradesh,AZAMGARH,1998,Kharif     ,Groundnut,48,31
Uttar Pradesh,AZAMGARH,1999,Kharif     ,Groundnut,74,62
Uttar Pradesh,AZAMGARH,2000,Kharif     ,Groundnut,81,68
Uttar Pradesh,AZAMGARH,2001,Kharif     ,Groundnut,50,42
Uttar Pradesh,AZAMGARH,2002,Kharif     ,Groundnut,49,32
Uttar Pradesh,AZAMGARH,2003,Kharif     ,Groundnut,82,55
Uttar Pradesh,AZAMGARH,2004,Kharif     ,Groundnut,68,56
Uttar Pradesh,AZAMGARH,2006,Kharif     ,Groundnut,63,45
Uttar Pradesh,AZAMGARH,2007,Kharif     ,Groundnut,63,38
Uttar Pradesh,AZAMGARH,2008,Kharif     ,Groundnut,32,23
Uttar Pradesh,AZAMGARH,2009,Kharif     ,Groundnut,90,61
Uttar Pradesh,AZAMGARH,2010,Kharif     ,Groundnut,41,40
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Groundnut,35,35
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Groundnut,90,89
Uttar Pradesh,AZAMGARH,2013,Kharif     ,Groundnut,52,47
Uttar Pradesh,AZAMGARH,2014,Kharif     ,Groundnut,62,54
Uttar Pradesh,BAHRAICH,1997,Kharif     ,Groundnut,2075,1662
Uttar Pradesh,BAHRAICH,1998,Kharif     ,Groundnut,1759,1458
Uttar Pradesh,BAHRAICH,1999,Kharif     ,Groundnut,1853,2158
Uttar Pradesh,BAHRAICH,2000,Kharif     ,Groundnut,1884,2431
Uttar Pradesh,BAHRAICH,2001,Kharif     ,Groundnut,1924,2051
Uttar Pradesh,BAHRAICH,2002,Kharif     ,Groundnut,2086,1448
Uttar Pradesh,BAHRAICH,2003,Kharif     ,Groundnut,1729,1236
Uttar Pradesh,BAHRAICH,2004,Kharif     ,Groundnut,1970,1334
Uttar Pradesh,BAHRAICH,2006,Kharif     ,Groundnut,2196,1587
Uttar Pradesh,BAHRAICH,2007,Kharif     ,Groundnut,1531,916
Uttar Pradesh,BAHRAICH,2008,Kharif     ,Groundnut,871,621
Uttar Pradesh,BAHRAICH,2009,Kharif     ,Groundnut,1534,1034
Uttar Pradesh,BAHRAICH,2010,Kharif     ,Groundnut,1545,1526
Uttar Pradesh,BAHRAICH,2011,Kharif     ,Groundnut,1736,1738
Uttar Pradesh,BAHRAICH,2012,Kharif     ,Groundnut,1482,1472
Uttar Pradesh,BAHRAICH,2013,Kharif     ,Groundnut,1607,1435
Uttar Pradesh,BAHRAICH,2014,Kharif     ,Groundnut,1539,1330
Uttar Pradesh,BALLIA,1997,Kharif     ,Groundnut,127,114
Uttar Pradesh,BALLIA,1998,Kharif     ,Groundnut,55,36
Uttar Pradesh,BALLIA,1999,Kharif     ,Groundnut,40,33
Uttar Pradesh,BALLIA,2000,Kharif     ,Groundnut,63,52
Uttar Pradesh,BALLIA,2001,Kharif     ,Groundnut,104,87
Uttar Pradesh,BALLIA,2002,Kharif     ,Groundnut,234,153
Uttar Pradesh,BALLIA,2003,Kharif     ,Groundnut,219,146
Uttar Pradesh,BALLIA,2004,Kharif     ,Groundnut,192,158
Uttar Pradesh,BALLIA,2006,Kharif     ,Groundnut,109,79
Uttar Pradesh,BALLIA,2007,Kharif     ,Groundnut,295,177
Uttar Pradesh,BALLIA,2008,Kharif     ,Groundnut,287,205
Uttar Pradesh,BALLIA,2009,Kharif     ,Groundnut,120,81
Uttar Pradesh,BALLIA,2010,Kharif     ,Groundnut,258,255
Uttar Pradesh,BALLIA,2011,Kharif     ,Groundnut,321,321
Uttar Pradesh,BALLIA,2012,Kharif     ,Groundnut,320,318
Uttar Pradesh,BALLIA,2013,Kharif     ,Groundnut,242,216
Uttar Pradesh,BALLIA,2014,Kharif     ,Groundnut,38,33
Uttar Pradesh,BALRAMPUR,1997,Kharif     ,Groundnut,80,64
Uttar Pradesh,BALRAMPUR,1998,Kharif     ,Groundnut,85,71
Uttar Pradesh,BALRAMPUR,1999,Kharif     ,Groundnut,78,91
Uttar Pradesh,BALRAMPUR,2000,Kharif     ,Groundnut,59,76
Uttar Pradesh,BALRAMPUR,2001,Kharif     ,Groundnut,86,92
Uttar Pradesh,BALRAMPUR,2002,Kharif     ,Groundnut,37,26
Uttar Pradesh,BALRAMPUR,2003,Kharif     ,Groundnut,68,49
Uttar Pradesh,BALRAMPUR,2004,Kharif     ,Groundnut,66,45
Uttar Pradesh,BALRAMPUR,2006,Kharif     ,Groundnut,66,48
Uttar Pradesh,BALRAMPUR,2007,Kharif     ,Groundnut,10,6
Uttar Pradesh,BALRAMPUR,2008,Kharif     ,Groundnut,57,41
Uttar Pradesh,BALRAMPUR,2009,Kharif     ,Groundnut,30,20
Uttar Pradesh,BALRAMPUR,2010,Kharif     ,Groundnut,24,24
Uttar Pradesh,BALRAMPUR,2011,Kharif     ,Groundnut,25,25
Uttar Pradesh,BALRAMPUR,2012,Kharif     ,Groundnut,28,28
Uttar Pradesh,BALRAMPUR,2014,Kharif     ,Groundnut,8,7
Uttar Pradesh,BANDA,1997,Kharif     ,Groundnut,1244,858
Uttar Pradesh,BANDA,1998,Kharif     ,Groundnut,1166,564
Uttar Pradesh,BANDA,1999,Kharif     ,Groundnut,1026,638
Uttar Pradesh,BANDA,2000,Kharif     ,Groundnut,1036,641
Uttar Pradesh,BANDA,2001,Kharif     ,Groundnut,659,496
Uttar Pradesh,BANDA,2002,Kharif     ,Groundnut,517,227
Uttar Pradesh,BANDA,2003,Kharif     ,Groundnut,645,223
Uttar Pradesh,BANDA,2004,Kharif     ,Groundnut,784,364
Uttar Pradesh,BANDA,2006,Kharif     ,Groundnut,808,391
Uttar Pradesh,BANDA,2007,Kharif     ,Groundnut,708,263
Uttar Pradesh,BANDA,2008,Kharif     ,Groundnut,62,26
Uttar Pradesh,BANDA,2009,Kharif     ,Groundnut,838,128
Uttar Pradesh,BANDA,2010,Kharif     ,Groundnut,443,482
Uttar Pradesh,BANDA,2011,Kharif     ,Groundnut,583,495
Uttar Pradesh,BANDA,2012,Kharif     ,Groundnut,620,583
Uttar Pradesh,BANDA,2013,Kharif     ,Groundnut,438,317
Uttar Pradesh,BANDA,2014,Kharif     ,Groundnut,946,1119
Uttar Pradesh,BARABANKI,1997,Kharif     ,Groundnut,1026,822
Uttar Pradesh,BARABANKI,1998,Kharif     ,Groundnut,835,692
Uttar Pradesh,BARABANKI,1999,Kharif     ,Groundnut,515,600
Uttar Pradesh,BARABANKI,2000,Kharif     ,Groundnut,386,323
Uttar Pradesh,BARABANKI,2001,Kharif     ,Groundnut,395,331
Uttar Pradesh,BARABANKI,2002,Kharif     ,Groundnut,616,404
Uttar Pradesh,BARABANKI,2003,Kharif     ,Groundnut,532,355
Uttar Pradesh,BARABANKI,2004,Kharif     ,Groundnut,665,547
Uttar Pradesh,BARABANKI,2006,Kharif     ,Groundnut,709,512
Uttar Pradesh,BARABANKI,2007,Kharif     ,Groundnut,817,488
Uttar Pradesh,BARABANKI,2008,Kharif     ,Groundnut,753,538
Uttar Pradesh,BARABANKI,2009,Kharif     ,Groundnut,529,356
Uttar Pradesh,BARABANKI,2010,Kharif     ,Groundnut,502,246
Uttar Pradesh,BARABANKI,2011,Kharif     ,Groundnut,423,339
Uttar Pradesh,BARABANKI,2012,Kharif     ,Groundnut,399,396
Uttar Pradesh,BARABANKI,2013,Kharif     ,Groundnut,360,289
Uttar Pradesh,BARABANKI,2014,Kharif     ,Groundnut,224,113
Uttar Pradesh,BAREILLY,1997,Kharif     ,Groundnut,2668,2377
Uttar Pradesh,BAREILLY,1998,Kharif     ,Groundnut,1235,515
Uttar Pradesh,BAREILLY,1999,Kharif     ,Groundnut,354,124
Uttar Pradesh,BAREILLY,2000,Kharif     ,Groundnut,367,225
Uttar Pradesh,BAREILLY,2001,Kharif     ,Groundnut,437,347
Uttar Pradesh,BAREILLY,2002,Kharif     ,Groundnut,377,316
Uttar Pradesh,BAREILLY,2003,Kharif     ,Groundnut,239,159
Uttar Pradesh,BAREILLY,2004,Kharif     ,Groundnut,242,199
Uttar Pradesh,BAREILLY,2006,Kharif     ,Groundnut,226,209
Uttar Pradesh,BAREILLY,2007,Kharif     ,Groundnut,451,345
Uttar Pradesh,BAREILLY,2008,Kharif     ,Groundnut,170,78
Uttar Pradesh,BAREILLY,2009,Kharif     ,Groundnut,295,277
Uttar Pradesh,BAREILLY,2010,Kharif     ,Groundnut,302,289
Uttar Pradesh,BAREILLY,2011,Kharif     ,Groundnut,554,838
Uttar Pradesh,BAREILLY,2012,Kharif     ,Groundnut,550,801
Uttar Pradesh,BAREILLY,2013,Kharif     ,Groundnut,296,335
Uttar Pradesh,BAREILLY,2014,Kharif     ,Groundnut,359,482
Uttar Pradesh,BASTI,1997,Kharif     ,Groundnut,9,8
Uttar Pradesh,BASTI,1998,Kharif     ,Groundnut,8,5
Uttar Pradesh,BASTI,1999,Kharif     ,Groundnut,7,6
Uttar Pradesh,BASTI,2000,Kharif     ,Groundnut,8,7
Uttar Pradesh,BASTI,2001,Kharif     ,Groundnut,7,6
Uttar Pradesh,BASTI,2002,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2003,Kharif     ,Groundnut,3,2
Uttar Pradesh,BASTI,2004,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2007,Kharif     ,Groundnut,2,1
Uttar Pradesh,BASTI,2008,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2010,Kharif     ,Groundnut,169,167
Uttar Pradesh,BASTI,2011,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2012,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2013,Kharif     ,Groundnut,1,1
Uttar Pradesh,BASTI,2014,Kharif     ,Groundnut,2,2
Uttar Pradesh,BIJNOR,1997,Kharif     ,Groundnut,3185,2551
Uttar Pradesh,BIJNOR,1998,Kharif     ,Groundnut,3032,2514
Uttar Pradesh,BIJNOR,1999,Kharif     ,Groundnut,2517,2932
Uttar Pradesh,BIJNOR,2000,Kharif     ,Groundnut,2513,3242
Uttar Pradesh,BIJNOR,2001,Kharif     ,Groundnut,2036,1708
Uttar Pradesh,BIJNOR,2002,Kharif     ,Groundnut,1870,1225
Uttar Pradesh,BIJNOR,2003,Kharif     ,Groundnut,1923,1284
Uttar Pradesh,BIJNOR,2004,Kharif     ,Groundnut,2609,2147
Uttar Pradesh,BIJNOR,2006,Kharif     ,Groundnut,1716,2332
Uttar Pradesh,BIJNOR,2007,Kharif     ,Groundnut,2079,1705
Uttar Pradesh,BIJNOR,2008,Kharif     ,Groundnut,1798,1886
Uttar Pradesh,BIJNOR,2009,Kharif     ,Groundnut,1188,801
Uttar Pradesh,BIJNOR,2010,Kharif     ,Groundnut,948,936
Uttar Pradesh,BIJNOR,2011,Kharif     ,Groundnut,735,695
Uttar Pradesh,BIJNOR,2012,Kharif     ,Groundnut,746,714
Uttar Pradesh,BIJNOR,2013,Kharif     ,Groundnut,846,909
Uttar Pradesh,BIJNOR,2014,Kharif     ,Groundnut,1073,1327
Uttar Pradesh,BUDAUN,1997,Kharif     ,Groundnut,3393,3022
Uttar Pradesh,BUDAUN,1998,Kharif     ,Groundnut,1030,429
Uttar Pradesh,BUDAUN,1999,Kharif     ,Groundnut,234,82
Uttar Pradesh,BUDAUN,2000,Kharif     ,Groundnut,145,89
Uttar Pradesh,BUDAUN,2001,Kharif     ,Groundnut,454,361
Uttar Pradesh,BUDAUN,2002,Kharif     ,Groundnut,985,824
Uttar Pradesh,BUDAUN,2003,Kharif     ,Groundnut,910,605
Uttar Pradesh,BUDAUN,2004,Kharif     ,Groundnut,790,650
Uttar Pradesh,BUDAUN,2006,Kharif     ,Groundnut,637,589
Uttar Pradesh,BUDAUN,2007,Kharif     ,Groundnut,728,556
Uttar Pradesh,BUDAUN,2008,Kharif     ,Groundnut,176,81
Uttar Pradesh,BUDAUN,2009,Kharif     ,Groundnut,286,269
Uttar Pradesh,BUDAUN,2010,Kharif     ,Groundnut,147,141
Uttar Pradesh,BUDAUN,2011,Kharif     ,Groundnut,1027,1553
Uttar Pradesh,BUDAUN,2012,Kharif     ,Groundnut,676,985
Uttar Pradesh,BUDAUN,2013,Kharif     ,Groundnut,383,452
Uttar Pradesh,BUDAUN,2014,Kharif     ,Groundnut,375,347
Uttar Pradesh,BULANDSHAHR,1997,Kharif     ,Groundnut,7,6
Uttar Pradesh,BULANDSHAHR,1998,Kharif     ,Groundnut,8,5
Uttar Pradesh,BULANDSHAHR,1999,Kharif     ,Groundnut,10,8
Uttar Pradesh,BULANDSHAHR,2001,Kharif     ,Groundnut,13,11
Uttar Pradesh,BULANDSHAHR,2003,Kharif     ,Groundnut,1,1
Uttar Pradesh,BULANDSHAHR,2004,Kharif     ,Groundnut,1,1
Uttar Pradesh,BULANDSHAHR,2009,Kharif     ,Groundnut,3,2
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Groundnut,17,17
Uttar Pradesh,BULANDSHAHR,2012,Kharif     ,Groundnut,6,6
Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Groundnut,1,1
Uttar Pradesh,CHANDAULI,1997,Kharif     ,Groundnut,77,69
Uttar Pradesh,CHANDAULI,1998,Kharif     ,Groundnut,83,54
Uttar Pradesh,CHANDAULI,1999,Kharif     ,Groundnut,77,64
Uttar Pradesh,CHANDAULI,2000,Kharif     ,Groundnut,91,76
Uttar Pradesh,CHANDAULI,2001,Kharif     ,Groundnut,13,11
Uttar Pradesh,CHANDAULI,2002,Kharif     ,Groundnut,10,7
Uttar Pradesh,CHANDAULI,2003,Kharif     ,Groundnut,20,13
Uttar Pradesh,CHANDAULI,2004,Kharif     ,Groundnut,5,4
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Groundnut,3,3
Uttar Pradesh,CHANDAULI,2012,Kharif     ,Groundnut,3,3
Uttar Pradesh,CHANDAULI,2013,Kharif     ,Groundnut,3,3
Uttar Pradesh,CHITRAKOOT,1997,Kharif     ,Groundnut,3,2
Uttar Pradesh,CHITRAKOOT,1998,Kharif     ,Groundnut,6,3
Uttar Pradesh,CHITRAKOOT,1999,Kharif     ,Groundnut,8,5
Uttar Pradesh,CHITRAKOOT,2000,Kharif     ,Groundnut,22,14
Uttar Pradesh,CHITRAKOOT,2001,Kharif     ,Groundnut,20,15
Uttar Pradesh,CHITRAKOOT,2002,Kharif     ,Groundnut,11,5
Uttar Pradesh,CHITRAKOOT,2003,Kharif     ,Groundnut,53,18
Uttar Pradesh,CHITRAKOOT,2004,Kharif     ,Groundnut,63,29
Uttar Pradesh,CHITRAKOOT,2006,Kharif     ,Groundnut,53,29
Uttar Pradesh,CHITRAKOOT,2007,Kharif     ,Groundnut,44,10
Uttar Pradesh,CHITRAKOOT,2009,Kharif     ,Groundnut,65,10
Uttar Pradesh,CHITRAKOOT,2010,Kharif     ,Groundnut,42,21
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Groundnut,40,34
Uttar Pradesh,CHITRAKOOT,2012,Kharif     ,Groundnut,42,26
Uttar Pradesh,CHITRAKOOT,2013,Kharif     ,Groundnut,3,2
Uttar Pradesh,CHITRAKOOT,2014,Kharif     ,Groundnut,18,8
Uttar Pradesh,DEORIA,1997,Kharif     ,Groundnut,1932,1547
Uttar Pradesh,DEORIA,1998,Kharif     ,Groundnut,2005,1662
Uttar Pradesh,DEORIA,1999,Kharif     ,Groundnut,1918,2234
Uttar Pradesh,DEORIA,2000,Kharif     ,Groundnut,2025,2134
Uttar Pradesh,DEORIA,2001,Kharif     ,Groundnut,1931,2059
Uttar Pradesh,DEORIA,2002,Kharif     ,Groundnut,2157,1963
Uttar Pradesh,DEORIA,2003,Kharif     ,Groundnut,2643,3079
Uttar Pradesh,DEORIA,2004,Kharif     ,Groundnut,2895,1867
Uttar Pradesh,DEORIA,2006,Kharif     ,Groundnut,3304,3073
Uttar Pradesh,DEORIA,2007,Kharif     ,Groundnut,2669,2031
Uttar Pradesh,DEORIA,2008,Kharif     ,Groundnut,1124,685
Uttar Pradesh,DEORIA,2009,Kharif     ,Groundnut,2122,1430
Uttar Pradesh,DEORIA,2010,Kharif     ,Groundnut,2071,2539
Uttar Pradesh,DEORIA,2011,Kharif     ,Groundnut,1915,2059
Uttar Pradesh,DEORIA,2012,Kharif     ,Groundnut,1758,2811
Uttar Pradesh,DEORIA,2013,Kharif     ,Groundnut,1917,2916
Uttar Pradesh,DEORIA,2014,Kharif     ,Groundnut,1914,2237
Uttar Pradesh,ETAH,1997,Kharif     ,Groundnut,351,281
Uttar Pradesh,ETAH,1998,Kharif     ,Groundnut,135,112
Uttar Pradesh,ETAH,1999,Kharif     ,Groundnut,63,52
Uttar Pradesh,ETAH,2000,Kharif     ,Groundnut,135,113
Uttar Pradesh,ETAH,2001,Kharif     ,Groundnut,46,39
Uttar Pradesh,ETAH,2002,Kharif     ,Groundnut,34,22
Uttar Pradesh,ETAH,2003,Kharif     ,Groundnut,49,33
Uttar Pradesh,ETAH,2004,Kharif     ,Groundnut,592,487
Uttar Pradesh,ETAH,2006,Kharif     ,Groundnut,592,428
Uttar Pradesh,ETAH,2007,Kharif     ,Groundnut,960,574
Uttar Pradesh,ETAH,2008,Kharif     ,Groundnut,778,555
Uttar Pradesh,ETAH,2009,Kharif     ,Groundnut,132,89
Uttar Pradesh,ETAH,2010,Kharif     ,Groundnut,123,121
Uttar Pradesh,ETAH,2011,Kharif     ,Groundnut,262,262
Uttar Pradesh,ETAH,2012,Kharif     ,Groundnut,521,517
Uttar Pradesh,ETAH,2013,Kharif     ,Groundnut,462,412
Uttar Pradesh,ETAH,2014,Kharif     ,Groundnut,855,739
Uttar Pradesh,ETAWAH,1997,Kharif     ,Groundnut,11,9
Uttar Pradesh,ETAWAH,1998,Kharif     ,Groundnut,75,62
Uttar Pradesh,ETAWAH,1999,Kharif     ,Groundnut,69,80
Uttar Pradesh,ETAWAH,2000,Kharif     ,Groundnut,69,89
Uttar Pradesh,ETAWAH,2001,Kharif     ,Groundnut,36,30
Uttar Pradesh,ETAWAH,2002,Kharif     ,Groundnut,5,3
Uttar Pradesh,ETAWAH,2003,Kharif     ,Groundnut,1,1
Uttar Pradesh,ETAWAH,2004,Kharif     ,Groundnut,4,3
Uttar Pradesh,ETAWAH,2007,Kharif     ,Groundnut,97,58
Uttar Pradesh,ETAWAH,2008,Kharif     ,Groundnut,20,14
Uttar Pradesh,ETAWAH,2009,Kharif     ,Groundnut,3,2
Uttar Pradesh,ETAWAH,2010,Kharif     ,Groundnut,42,41
Uttar Pradesh,ETAWAH,2011,Kharif     ,Groundnut,70,70
Uttar Pradesh,ETAWAH,2012,Kharif     ,Groundnut,68,68
Uttar Pradesh,ETAWAH,2013,Kharif     ,Groundnut,185,165
Uttar Pradesh,ETAWAH,2014,Kharif     ,Groundnut,140,121
Uttar Pradesh,FAIZABAD,1997,Kharif     ,Groundnut,115,92
Uttar Pradesh,FAIZABAD,1998,Kharif     ,Groundnut,77,64
Uttar Pradesh,FAIZABAD,1999,Kharif     ,Groundnut,24,28
Uttar Pradesh,FARRUKHABAD,1997,Kharif     ,Groundnut,1608,1288
Uttar Pradesh,FARRUKHABAD,1998,Kharif     ,Groundnut,820,680
Uttar Pradesh,FARRUKHABAD,1999,Kharif     ,Groundnut,626,729
Uttar Pradesh,FARRUKHABAD,2000,Kharif     ,Groundnut,624,805
Uttar Pradesh,FARRUKHABAD,2001,Kharif     ,Groundnut,109,91
Uttar Pradesh,FARRUKHABAD,2002,Kharif     ,Groundnut,55,36
Uttar Pradesh,FARRUKHABAD,2003,Kharif     ,Groundnut,47,32
Uttar Pradesh,FARRUKHABAD,2004,Kharif     ,Groundnut,117,96
Uttar Pradesh,FARRUKHABAD,2006,Kharif     ,Groundnut,109,79
Uttar Pradesh,FARRUKHABAD,2007,Kharif     ,Groundnut,474,284
Uttar Pradesh,FARRUKHABAD,2008,Kharif     ,Groundnut,488,349
Uttar Pradesh,FARRUKHABAD,2009,Kharif     ,Groundnut,695,468
Uttar Pradesh,FARRUKHABAD,2010,Kharif     ,Groundnut,535,529
Uttar Pradesh,FARRUKHABAD,2011,Kharif     ,Groundnut,788,789
Uttar Pradesh,FARRUKHABAD,2012,Kharif     ,Groundnut,789,783
Uttar Pradesh,FARRUKHABAD,2013,Kharif     ,Groundnut,825,736
Uttar Pradesh,FARRUKHABAD,2014,Kharif     ,Groundnut,738,638
Uttar Pradesh,FATEHPUR,1997,Kharif     ,Groundnut,372,333
Uttar Pradesh,FATEHPUR,1998,Kharif     ,Groundnut,403,262
Uttar Pradesh,FATEHPUR,1999,Kharif     ,Groundnut,347,288
Uttar Pradesh,FATEHPUR,2000,Kharif     ,Groundnut,359,299
Uttar Pradesh,FATEHPUR,2001,Kharif     ,Groundnut,429,360
Uttar Pradesh,FATEHPUR,2002,Kharif     ,Groundnut,271,178
Uttar Pradesh,FATEHPUR,2003,Kharif     ,Groundnut,306,205
Uttar Pradesh,FATEHPUR,2004,Kharif     ,Groundnut,414,341
Uttar Pradesh,FATEHPUR,2006,Kharif     ,Groundnut,584,422
Uttar Pradesh,FATEHPUR,2007,Kharif     ,Groundnut,640,383
Uttar Pradesh,FATEHPUR,2008,Kharif     ,Groundnut,313,223
Uttar Pradesh,FATEHPUR,2009,Kharif     ,Groundnut,140,94
Uttar Pradesh,FATEHPUR,2010,Kharif     ,Groundnut,333,329
Uttar Pradesh,FATEHPUR,2011,Kharif     ,Groundnut,297,297
Uttar Pradesh,FATEHPUR,2012,Kharif     ,Groundnut,276,296
Uttar Pradesh,FATEHPUR,2013,Kharif     ,Groundnut,255,228
Uttar Pradesh,FATEHPUR,2014,Kharif     ,Groundnut,209,181
Uttar Pradesh,FIROZABAD,1997,Kharif     ,Groundnut,3,2
Uttar Pradesh,FIROZABAD,1998,Kharif     ,Groundnut,2,2
Uttar Pradesh,FIROZABAD,1999,Kharif     ,Groundnut,2,2
Uttar Pradesh,FIROZABAD,2000,Kharif     ,Groundnut,1,1
Uttar Pradesh,FIROZABAD,2001,Kharif     ,Groundnut,3,2
Uttar Pradesh,FIROZABAD,2002,Kharif     ,Groundnut,1,1
Uttar Pradesh,FIROZABAD,2003,Kharif     ,Groundnut,3,2
Uttar Pradesh,FIROZABAD,2004,Kharif     ,Groundnut,41,34
Uttar Pradesh,FIROZABAD,2006,Kharif     ,Groundnut,22,16
Uttar Pradesh,FIROZABAD,2007,Kharif     ,Groundnut,49,29
Uttar Pradesh,FIROZABAD,2008,Kharif     ,Groundnut,48,34
Uttar Pradesh,FIROZABAD,2009,Kharif     ,Groundnut,47,32
