State,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,SITAPUR,2010,Kharif     ,Bajra,2906,2600
Uttar Pradesh,SITAPUR,2011,Kharif     ,Bajra,4053,3867
Uttar Pradesh,SITAPUR,2012,Kharif     ,Bajra,1992,1693
Uttar Pradesh,SITAPUR,2013,Kharif     ,Bajra,1874,1519
Uttar Pradesh,SITAPUR,2014,Kharif     ,Bajra,2478,2580
Uttar Pradesh,SONBHADRA,1997,Kharif     ,Bajra,184,273
Uttar Pradesh,SONBHADRA,1998,Kharif     ,Bajra,182,239
Uttar Pradesh,SONBHADRA,1999,Kharif     ,Bajra,138,187
Uttar Pradesh,SONBHADRA,2000,Kharif     ,Bajra,62,82
Uttar Pradesh,SONBHADRA,2001,Kharif     ,Bajra,641,814
Uttar Pradesh,SONBHADRA,2002,Kharif     ,Bajra,489,668
Uttar Pradesh,SONBHADRA,2003,Kharif     ,Bajra,541,617
Uttar Pradesh,SONBHADRA,2004,Kharif     ,Bajra,366,387
Uttar Pradesh,SONBHADRA,2005,Kharif     ,Bajra,884,808
Uttar Pradesh,SONBHADRA,2006,Kharif     ,Bajra,403,429
Uttar Pradesh,SONBHADRA,2007,Kharif     ,Bajra,1343,1403
Uttar Pradesh,SONBHADRA,2008,Kharif     ,Bajra,288,293
Uttar Pradesh,SONBHADRA,2009,Kharif     ,Bajra,321,426
Uttar Pradesh,SONBHADRA,2010,Kharif     ,Bajra,156,192
Uttar Pradesh,SONBHADRA,2011,Kharif     ,Bajra,290,524
Uttar Pradesh,SONBHADRA,2012,Kharif     ,Bajra,294,246
Uttar Pradesh,SONBHADRA,2013,Kharif     ,Bajra,182,293
Uttar Pradesh,SONBHADRA,2014,Kharif     ,Bajra,169,259
Uttar Pradesh,SULTANPUR,1997,Kharif     ,Bajra,534,554
Uttar Pradesh,SULTANPUR,1998,Kharif     ,Bajra,509,635
Uttar Pradesh,SULTANPUR,1999,Kharif     ,Bajra,564,861
Uttar Pradesh,SULTANPUR,2000,Kharif     ,Bajra,615,955
Uttar Pradesh,SULTANPUR,2001,Kharif     ,Bajra,502,632
Uttar Pradesh,SULTANPUR,2002,Kharif     ,Bajra,400,552
Uttar Pradesh,SULTANPUR,2003,Kharif     ,Bajra,262,358
Uttar Pradesh,SULTANPUR,2004,Kharif     ,Bajra,313,491
Uttar Pradesh,SULTANPUR,2005,Kharif     ,Bajra,375,588
Uttar Pradesh,SULTANPUR,2006,Kharif     ,Bajra,305,456
Uttar Pradesh,SULTANPUR,2007,Kharif     ,Bajra,489,763
Uttar Pradesh,SULTANPUR,2008,Kharif     ,Bajra,97,160
Uttar Pradesh,SULTANPUR,2009,Kharif     ,Bajra,238,398
Uttar Pradesh,SULTANPUR,2010,Kharif     ,Bajra,159,163
Uttar Pradesh,SULTANPUR,2011,Kharif     ,Bajra,120,227
Uttar Pradesh,SULTANPUR,2012,Kharif     ,Bajra,141,119
Uttar Pradesh,SULTANPUR,2013,Kharif     ,Bajra,158,150
Uttar Pradesh,SULTANPUR,2014,Kharif     ,Bajra,168,207
Uttar Pradesh,UNNAO,1997,Kharif     ,Bajra,1098,1211
Uttar Pradesh,UNNAO,1998,Kharif     ,Bajra,897,451
Uttar Pradesh,UNNAO,1999,Kharif     ,Bajra,983,1070
Uttar Pradesh,UNNAO,2000,Kharif     ,Bajra,874,685
Uttar Pradesh,UNNAO,2001,Kharif     ,Bajra,700,580
Uttar Pradesh,UNNAO,2002,Kharif     ,Bajra,1089,794
Uttar Pradesh,UNNAO,2003,Kharif     ,Bajra,1547,1230
Uttar Pradesh,UNNAO,2004,Kharif     ,Bajra,1665,1746
Uttar Pradesh,UNNAO,2005,Kharif     ,Bajra,1803,1455
Uttar Pradesh,UNNAO,2006,Kharif     ,Bajra,2048,3008
Uttar Pradesh,UNNAO,2007,Kharif     ,Bajra,411,1232
Uttar Pradesh,UNNAO,2008,Kharif     ,Bajra,1422,1493
Uttar Pradesh,UNNAO,2009,Kharif     ,Bajra,1053,858
Uttar Pradesh,UNNAO,2010,Kharif     ,Bajra,1841,2159
Uttar Pradesh,UNNAO,2011,Kharif     ,Bajra,1827,1981
Uttar Pradesh,UNNAO,2012,Kharif     ,Bajra,814,699
Uttar Pradesh,UNNAO,2013,Kharif     ,Bajra,962,773
Uttar Pradesh,UNNAO,2014,Kharif     ,Bajra,1124,1245
Uttar Pradesh,VARANASI,1997,Kharif     ,Bajra,5355,5685
Uttar Pradesh,VARANASI,1998,Kharif     ,Bajra,5248,6740
Uttar Pradesh,VARANASI,1999,Kharif     ,Bajra,5255,5012
Uttar Pradesh,VARANASI,2000,Kharif     ,Bajra,5203,5069
Uttar Pradesh,VARANASI,2001,Kharif     ,Bajra,4169,3763
Uttar Pradesh,VARANASI,2002,Kharif     ,Bajra,4758,4513
Uttar Pradesh,VARANASI,2003,Kharif     ,Bajra,4004,4430
Uttar Pradesh,VARANASI,2004,Kharif     ,Bajra,3538,3069
Uttar Pradesh,VARANASI,2005,Kharif     ,Bajra,4008,5337
Uttar Pradesh,VARANASI,2006,Kharif     ,Bajra,2455,3262
Uttar Pradesh,VARANASI,2007,Kharif     ,Bajra,4497,4847
Uttar Pradesh,VARANASI,2008,Kharif     ,Bajra,3912,4342
Uttar Pradesh,VARANASI,2009,Kharif     ,Bajra,4370,5170
Uttar Pradesh,VARANASI,2010,Kharif     ,Bajra,5626,6550
Uttar Pradesh,VARANASI,2011,Kharif     ,Bajra,5068,8017
Uttar Pradesh,VARANASI,2012,Kharif     ,Bajra,5470,6865
Uttar Pradesh,VARANASI,2013,Kharif     ,Bajra,5283,5550
Uttar Pradesh,VARANASI,2014,Kharif     ,Bajra,5430,5898
