State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,AGRA,1997,Kharif     ,Rice,935,2073
Uttar Pradesh,AGRA,1998,Kharif     ,Rice,1536,3478
Uttar Pradesh,AGRA,1999,Kharif     ,Rice,2142,3781
Uttar Pradesh,AGRA,2000,Kharif     ,Rice,1322,2502
Uttar Pradesh,AGRA,2001,Kharif     ,Rice,1318,2476
Uttar Pradesh,AGRA,2002,Kharif     ,Rice,1134,1900
Uttar Pradesh,AGRA,2003,Kharif     ,Rice,824,1436
Uttar Pradesh,AGRA,2004,Kharif     ,Rice,1097,2575
Uttar Pradesh,AGRA,2005,Kharif     ,Rice,1021,2314
Uttar Pradesh,AGRA,2006,Kharif     ,Rice,1086,2056
Uttar Pradesh,AGRA,2007,Kharif     ,Rice,1395,2763
Uttar Pradesh,AGRA,2008,Kharif     ,Rice,4176,9183
Uttar Pradesh,AGRA,2008,Summer     ,Rice,27,59
Uttar Pradesh,AGRA,2009,Kharif     ,Rice,4816,8467
Uttar Pradesh,AGRA,2009,Summer     ,Rice,35,62
Uttar Pradesh,AGRA,2010,Kharif     ,Rice,4342,9413
Uttar Pradesh,AGRA,2011,Kharif     ,Rice,6724,16803
Uttar Pradesh,AGRA,2011,Summer     ,Rice,30,75
Uttar Pradesh,AGRA,2012,Kharif     ,Rice,3556,8975
Uttar Pradesh,AGRA,2012,Summer     ,Rice,37,94
Uttar Pradesh,AGRA,2013,Kharif     ,Rice,8691,22475
Uttar Pradesh,AGRA,2014,Kharif     ,Rice,10164,24231
Uttar Pradesh,ALIGARH,1997,Kharif     ,Rice,17167,36571
Uttar Pradesh,ALIGARH,1998,Kharif     ,Rice,22174,35078
Uttar Pradesh,ALIGARH,1999,Kharif     ,Rice,31898,56313
Uttar Pradesh,ALIGARH,2000,Kharif     ,Rice,34648,68335
Uttar Pradesh,ALIGARH,2001,Kharif     ,Rice,33654,65137
Uttar Pradesh,ALIGARH,2002,Kharif     ,Rice,26117,45992
Uttar Pradesh,ALIGARH,2003,Kharif     ,Rice,30731,63252
Uttar Pradesh,ALIGARH,2003,Summer     ,Rice,5,10
Uttar Pradesh,ALIGARH,2004,Kharif     ,Rice,38381,86421
Uttar Pradesh,ALIGARH,2005,Kharif     ,Rice,36832,76868
Uttar Pradesh,ALIGARH,2006,Kharif     ,Rice,38447,79239
Uttar Pradesh,ALIGARH,2007,Kharif     ,Rice,47382,95096
Uttar Pradesh,ALIGARH,2008,Kharif     ,Rice,47544,102410
Uttar Pradesh,ALIGARH,2009,Kharif     ,Rice,66448,115088
Uttar Pradesh,ALIGARH,2010,Kharif     ,Rice,64485,131614
Uttar Pradesh,ALIGARH,2011,Kharif     ,Rice,70307,154394
Uttar Pradesh,ALIGARH,2012,Kharif     ,Rice,85311,209609
Uttar Pradesh,ALIGARH,2013,Kharif     ,Rice,87525,196144
Uttar Pradesh,ALIGARH,2014,Kharif     ,Rice,90420,201998
Uttar Pradesh,ALLAHABAD,1997,Kharif     ,Rice,142391,264382
Uttar Pradesh,ALLAHABAD,1998,Kharif     ,Rice,187453,334437
Uttar Pradesh,ALLAHABAD,1999,Kharif     ,Rice,205329,431418
Uttar Pradesh,ALLAHABAD,2000,Kharif     ,Rice,210540,385279
Uttar Pradesh,ALLAHABAD,2001,Kharif     ,Rice,182098,364115
Uttar Pradesh,ALLAHABAD,2002,Kharif     ,Rice,165627,315023
Uttar Pradesh,ALLAHABAD,2003,Kharif     ,Rice,175078,408380
Uttar Pradesh,ALLAHABAD,2004,Kharif     ,Rice,162912,291720
Uttar Pradesh,ALLAHABAD,2005,Kharif     ,Rice,187745,378494
Uttar Pradesh,ALLAHABAD,2006,Kharif     ,Rice,162136,342918
Uttar Pradesh,ALLAHABAD,2007,Kharif     ,Rice,165636,356449
Uttar Pradesh,ALLAHABAD,2008,Kharif     ,Rice,185494,453347
Uttar Pradesh,ALLAHABAD,2009,Kharif     ,Rice,105361,228633
Uttar Pradesh,ALLAHABAD,2010,Kharif     ,Rice,141316,328560
Uttar Pradesh,ALLAHABAD,2011,Kharif     ,Rice,155232,397083
Uttar Pradesh,ALLAHABAD,2012,Kharif     ,Rice,148937,427300
Uttar Pradesh,ALLAHABAD,2013,Kharif     ,Rice,159525,420986
Uttar Pradesh,ALLAHABAD,2014,Kharif     ,Rice,149419,313780
Uttar Pradesh,AMBEDKAR NAGAR,1997,Kharif     ,Rice,110693,270417
Uttar Pradesh,AMBEDKAR NAGAR,1998,Kharif     ,Rice,110093,256380
Uttar Pradesh,AMBEDKAR NAGAR,1999,Kharif     ,Rice,111467,317373
Uttar Pradesh,AMBEDKAR NAGAR,2000,Kharif     ,Rice,116502,288186
Uttar Pradesh,AMBEDKAR NAGAR,2001,Kharif     ,Rice,122588,296503
Uttar Pradesh,AMBEDKAR NAGAR,2002,Kharif     ,Rice,113857,243408
Uttar Pradesh,AMBEDKAR NAGAR,2003,Kharif     ,Rice,114092,298678
Uttar Pradesh,AMBEDKAR NAGAR,2004,Kharif     ,Rice,116438,233800
Uttar Pradesh,AMBEDKAR NAGAR,2005,Kharif     ,Rice,114474,273020
Uttar Pradesh,AMBEDKAR NAGAR,2006,Kharif     ,Rice,113782,204580
Uttar Pradesh,AMBEDKAR NAGAR,2007,Kharif     ,Rice,113450,289411
Uttar Pradesh,AMBEDKAR NAGAR,2008,Kharif     ,Rice,132870,358749
Uttar Pradesh,AMBEDKAR NAGAR,2009,Kharif     ,Rice,111508,288806
Uttar Pradesh,AMBEDKAR NAGAR,2010,Kharif     ,Rice,113002,298099
Uttar Pradesh,AMBEDKAR NAGAR,2011,Kharif     ,Rice,116323,313374
Uttar Pradesh,AMBEDKAR NAGAR,2012,Kharif     ,Rice,115800,319492
Uttar Pradesh,AMBEDKAR NAGAR,2013,Kharif     ,Rice,115279,314251
Uttar Pradesh,AMBEDKAR NAGAR,2014,Kharif     ,Rice,118607,290706
Uttar Pradesh,AMETHI,2010,Kharif     ,Rice,113314,236940
Uttar Pradesh,AMETHI,2011,Kharif     ,Rice,122203,272146
Uttar Pradesh,AMETHI,2012,Kharif     ,Rice,118227,308454
Uttar Pradesh,AMETHI,2013,Kharif     ,Rice,123251,280396
Uttar Pradesh,AMETHI,2014,Kharif     ,Rice,97395,147846
Uttar Pradesh,AMROHA,1997,Kharif     ,Rice,31690,76136
Uttar Pradesh,AMROHA,1997,Summer     ,Rice,2,5
Uttar Pradesh,AMROHA,1998,Kharif     ,Rice,32346,76964
Uttar Pradesh,AMROHA,1998,Summer     ,Rice,3,7
Uttar Pradesh,AMROHA,1999,Kharif     ,Rice,29503,60476
Uttar Pradesh,AMROHA,2000,Kharif     ,Rice,28486,66368
Uttar Pradesh,AMROHA,2001,Kharif     ,Rice,29610,65900
Uttar Pradesh,AMROHA,2002,Kharif     ,Rice,24588,55423
Uttar Pradesh,AMROHA,2003,Kharif     ,Rice,23717,51949
Uttar Pradesh,AMROHA,2004,Kharif     ,Rice,26017,59524
Uttar Pradesh,AMROHA,2005,Kharif     ,Rice,21783,46267
Uttar Pradesh,AMROHA,2006,Kharif     ,Rice,23621,48683
Uttar Pradesh,AMROHA,2007,Kharif     ,Rice,21178,46761
Uttar Pradesh,AMROHA,2008,Kharif     ,Rice,31620,62418
Uttar Pradesh,AMROHA,2008,Summer     ,Rice,1,2
Uttar Pradesh,AMROHA,2009,Kharif     ,Rice,26586,53916
Uttar Pradesh,AMROHA,2009,Summer     ,Rice,1,2
Uttar Pradesh,AMROHA,2010,Kharif     ,Rice,24355,47127
Uttar Pradesh,AMROHA,2011,Kharif     ,Rice,28429,57370
Uttar Pradesh,AMROHA,2012,Kharif     ,Rice,22530,40914
Uttar Pradesh,AMROHA,2013,Kharif     ,Rice,28126,59177
Uttar Pradesh,AMROHA,2013,Summer     ,Rice,2,4
Uttar Pradesh,AMROHA,2014,Kharif     ,Rice,23134,61606
Uttar Pradesh,AMROHA,2014,Summer     ,Rice,13,34
Uttar Pradesh,AURAIYA,1997,Kharif     ,Rice,41064,94537
Uttar Pradesh,AURAIYA,1998,Kharif     ,Rice,42018,109833
Uttar Pradesh,AURAIYA,1999,Kharif     ,Rice,49516,121005
Uttar Pradesh,AURAIYA,2000,Kharif     ,Rice,48622,89219
Uttar Pradesh,AURAIYA,2001,Kharif     ,Rice,51471,125273
Uttar Pradesh,AURAIYA,2002,Kharif     ,Rice,36993,81678
Uttar Pradesh,AURAIYA,2003,Kharif     ,Rice,43191,97961
Uttar Pradesh,AURAIYA,2004,Kharif     ,Rice,45897,129492
